,genero,monto,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,cashback,fraude,Dia,Sistema,device_score,Flag_dcto
1950,M,656.0490494296507,20,No registrado,Monterrey,Física,29000,39,Aceptada,1,6.560490494296507,0,Saturday,ANDROID,1,0
1951,M,721.5892889039559,15,MPago,Monterrey,Física,29000,39,Aceptada,1,7.215892889039559,0,Thursday,.,2,0
1952,M,948.2055148692574,8,Farmacia,Monterrey,Virtual,29000,39,En proceso,1,18.964110297385147,0,Monday,%%,2,0
1954,M,228.7892968596229,15,Abarrotes,Monterrey,Física,29000,39,En proceso,1,2.0591036717366062,0,Friday,%%,5,1
1955,M,705.9682979848536,17,MPago,Monterrey,Virtual,29000,39,En proceso,1,14.119365959697072,0,Saturday,WEB,5,0
1957,M,196.7179611277653,6,No registrado,Monterrey,Física,29000,39,Aceptada,1,1.9671796112776527,0,Thursday,.,1,0
1958,F,428.294864846882,13,No registrado,No registrado,Virtual,92000,44,En proceso,0,8.56589729693764,0,Sunday,%%,3,0
1961,M,393.80308993041615,10,MPago,Merida,Virtual,67000,53,Aceptada,0,7.8760617986083234,0,Monday,.,2,0
1964,M,458.6666367068552,13,Super,Merida,Física,67000,53,En proceso,0,4.127999730361696,0,Saturday,%%,2,1
1965,F,195.2844009925746,10,MPago,No registrado,Virtual,47000,32,Aceptada,0,3.905688019851492,0,Wednesday,ANDROID,3,0
1966,F,4.694793688311494,20,No registrado,No registrado,Física,47000,32,Rechazada,0,0.0469479368831149,0,Tuesday,%%,2,0
1968,F,145.55636093042102,5,Farmacia,No registrado,Virtual,47000,32,Aceptada,0,2.9111272186084203,0,Thursday,.,2,0
1969,F,23.23899964225884,10,Farmacia,No registrado,Física,47000,32,Aceptada,0,0.2323899964225884,0,Thursday,WEB,5,0
1970,F,668.0646729215467,6,Restaurante,No registrado,Física,47000,32,Aceptada,0,6.680646729215468,0,Monday,ANDROID,1,0
1971,F,804.0165265897151,21,Farmacia,No registrado,Física,47000,32,Aceptada,0,7.236148739307437,0,Thursday,WEB,5,1
1972,F,306.2268182570144,7,Restaurante,No registrado,Virtual,47000,32,Rechazada,0,6.124536365140288,0,Saturday,WEB,5,0
1976,F,386.3514983691543,14,No registrado,No registrado,Virtual,47000,32,Aceptada,0,7.727029967383086,0,Sunday,ANDROID,3,0
1977,F,90.61232364262597,7,No registrado,No registrado,Física,47000,32,Aceptada,0,0.9061232364262596,1,Monday,.,2,0
1978,Error registro,540.5171896182444,7,No registrado,Guadalajara,Física,47000,42,Rechazada,0,5.405171896182444,0,Friday,%%,2,0
1979,Error registro,517.7050884600626,12,Abarrotes,Guadalajara,Virtual,47000,42,En proceso,0,10.354101769201252,0,Sunday,ANDROID,1,0
1980,Error registro,889.6886053739771,2,No registrado,Guadalajara,Virtual,47000,42,Aceptada,0,17.793772107479544,0,Sunday,ANDROID,5,0
1981,Error registro,114.68591912940174,2,No registrado,Guadalajara,Física,47000,42,Aceptada,0,1.1468591912940174,0,Thursday,WEB,1,0
1983,Error registro,78.31307145862631,2,No registrado,Guadalajara,Virtual,47000,42,Aceptada,0,1.5662614291725263,0,Monday,%%,2,0
1984,Error registro,891.8454353843881,21,No registrado,Guadalajara,Virtual,47000,42,Rechazada,0,17.836908707687762,0,Friday,ANDROID,3,0
1986,Error registro,337.101784928078,12,No registrado,Guadalajara,Física,47000,42,Aceptada,0,3.033916064352702,0,Tuesday,%%,2,1
1988,Error registro,78.91060904590819,5,MPago,Toluca,Física,58000,63,En proceso,0,0.7101954814131737,0,Wednesday,WEB,2,1
1990,Error registro,702.6116814076994,12,Farmacia,Toluca,Física,58000,63,Aceptada,0,6.323505132669295,0,Monday,ANDROID,1,1
1993,Error registro,941.1122408200504,6,Farmacia,No registrado,Virtual,82000,32,En proceso,0,18.82224481640101,0,Monday,WEB,2,0
1994,Error registro,777.6039877741757,17,Restaurante,No registrado,Virtual,82000,32,En proceso,0,15.552079755483517,0,Thursday,.,3,0
1995,Error registro,913.3816864287884,13,No registrado,No registrado,Física,82000,32,Aceptada,0,9.133816864287883,0,Sunday,.,3,0
1996,Error registro,467.9917190692279,21,Abarrotes,No registrado,Física,82000,32,Aceptada,0,4.679917190692279,0,Sunday,.,4,0
1998,F,208.76397763452024,17,No registrado,No registrado,Física,74000,32,Aceptada,0,2.0876397763452026,0,Friday,ANDROID,3,0
1999,M,991.245574379341,16,MPago,No registrado,Física,92000,44,Aceptada,0,9.91245574379341,0,Saturday,.,1,0
2000,M,531.4175017151548,22,Farmacia,Toluca,Física,39000,61,Aceptada,0,5.314175017151548,0,Monday,%%,4,0
2002,M,191.0419031359352,8,No registrado,Toluca,Física,39000,61,Aceptada,0,1.528335225087481,0,Wednesday,%%,3,1
2003,M,671.7698288221004,23,MPago,Toluca,Física,39000,61,Aceptada,0,6.045928459398904,0,Monday,ANDROID,1,1
2004,Error registro,207.7633304558425,8,Restaurante,Merida,Física,86000,52,Aceptada,1,1.8698699741025824,0,Wednesday,.,2,1
2006,Error registro,794.1442957617246,1,Super,Merida,Virtual,86000,52,En proceso,1,12.706308732187594,0,Thursday,WEB,2,1
2007,Error registro,589.3676137355982,13,MPago,Merida,Virtual,86000,52,Aceptada,1,11.787352274711964,0,Saturday,%%,1,0
2010,M,86.91336657892191,12,MPago,No registrado,Física,47000,51,Aceptada,0,0.8691336657892191,0,Wednesday,.,3,0
2012,M,887.7394361741917,12,Farmacia,Monterrey,Física,26000,51,Aceptada,0,8.877394361741917,0,Saturday,ANDROID,5,0
2013,M,906.202703866902,6,No registrado,Monterrey,Física,26000,51,En proceso,0,7.249621630935216,0,Wednesday,WEB,2,1
2014,M,960.6446058662152,4,No registrado,Monterrey,Física,26000,51,Aceptada,0,8.645801452795936,0,Sunday,WEB,2,1
2016,M,953.134256570936,14,No registrado,Monterrey,Física,26000,51,Rechazada,0,8.578208309138423,0,Thursday,.,5,1
2017,M,993.0990050999789,4,Super,Monterrey,Física,26000,51,Aceptada,0,9.930990050999789,0,Wednesday,ANDROID,1,0
2021,M,390.1682313632016,3,No registrado,Guadalajara,Física,52000,64,Aceptada,0,3.5115140822688145,0,Saturday,ANDROID,4,1
2022,M,352.56564813463365,16,Super,Guadalajara,Física,52000,64,Aceptada,0,3.5256564813463367,0,Friday,WEB,3,0
2023,M,861.4614339609406,15,No registrado,Guadalajara,Física,52000,64,Aceptada,0,8.614614339609405,0,Sunday,%%,1,0
2024,M,478.9206836570915,7,Restaurante,Guadalajara,Virtual,52000,64,Aceptada,0,9.57841367314183,0,Sunday,%%,2,0
2025,M,760.4329694238337,9,No registrado,Guadalajara,Física,52000,64,En proceso,0,7.604329694238337,0,Friday,ANDROID,4,0
2027,M,807.0109576607293,14,MPago,Guadalajara,Física,52000,64,Aceptada,0,8.070109576607294,0,Friday,ANDROID,1,0
2029,M,267.5407434883353,18,Restaurante,Guadalajara,Física,52000,64,En proceso,0,2.6754074348833536,0,Wednesday,WEB,5,0
2030,M,380.00358528926057,5,No registrado,Guadalajara,Física,52000,64,Aceptada,0,3.420032267603345,0,Friday,ANDROID,4,1
2031,Error registro,536.9422692076182,7,Abarrotes,Monterrey,Física,30000,61,En proceso,0,5.369422692076182,0,Saturday,ANDROID,4,0
2032,F,827.3561865711791,21,No registrado,Guadalajara,Física,40000,48,Aceptada,0,8.273561865711791,0,Tuesday,.,2,0
2035,F,521.2861164498479,4,Restaurante,Guadalajara,Física,40000,48,Rechazada,0,4.691575048048631,0,Thursday,.,3,1
2036,F,28.978934854913984,8,No registrado,Guadalajara,Virtual,40000,48,Aceptada,0,0.5795786970982797,0,Tuesday,.,4,0
2038,F,4.556680704570382,3,No registrado,No registrado,Virtual,39000,35,Aceptada,0,0.0820202526822668,0,Thursday,%%,5,1
2041,F,721.1144063536905,14,Super,No registrado,Virtual,39000,35,Aceptada,0,14.42228812707381,0,Saturday,.,2,0
2042,F,845.9925316111035,22,No registrado,No registrado,Física,39000,35,Aceptada,0,8.459925316111034,0,Friday,%%,3,0
2043,F,840.359200648306,20,No registrado,No registrado,Virtual,39000,35,Aceptada,0,15.12646561166951,0,Thursday,.,4,1
2045,F,327.4774486852125,3,Abarrotes,No registrado,Física,39000,35,Aceptada,0,3.2747744868521256,0,Thursday,%%,3,0
2046,F,823.0578758783598,10,No registrado,No registrado,Física,39000,35,Aceptada,0,7.407520882905239,0,Thursday,WEB,4,1
2048,M,909.7904174287078,23,Restaurante,Guadalajara,Virtual,74000,32,Aceptada,0,18.19580834857416,1,Thursday,.,5,0
2049,M,487.3122423497407,23,No registrado,Guadalajara,Física,74000,32,Aceptada,0,3.898497938797926,0,Friday,ANDROID,3,1
2050,M,43.6575400465028,4,No registrado,Guadalajara,Física,74000,32,Aceptada,0,0.4365754004650279,0,Wednesday,%%,4,0
2051,M,2.466435297472924,18,No registrado,Guadalajara,Física,74000,32,En proceso,0,0.0246643529747292,0,Tuesday,ANDROID,5,0
2052,M,148.71088474237314,17,No registrado,Guadalajara,Virtual,74000,32,Aceptada,0,2.974217694847463,0,Thursday,ANDROID,5,0
2053,M,502.7568265453425,15,MPago,No registrado,Física,84000,63,En proceso,0,4.02205461236274,0,Monday,.,4,1
2054,M,581.4599450392998,9,No registrado,No registrado,Física,84000,63,Aceptada,0,5.233139505353698,0,Friday,.,3,1
2055,M,661.2631353027075,15,Super,No registrado,Física,84000,63,En proceso,0,5.951368217724368,0,Sunday,.,5,1
2056,M,622.7869851284759,6,Restaurante,No registrado,Virtual,84000,63,En proceso,0,12.455739702569517,0,Monday,ANDROID,1,0
2057,M,345.25905252089353,1,Farmacia,No registrado,Virtual,84000,63,Aceptada,0,6.905181050417871,0,Wednesday,.,3,0
2058,M,148.62537845825895,19,MPago,Merida,Virtual,81000,32,Aceptada,0,2.972507569165179,0,Monday,%%,5,0
2059,M,929.7934675349848,21,MPago,Merida,Virtual,81000,32,Aceptada,0,18.595869350699697,0,Tuesday,ANDROID,5,0
2060,M,323.06026400961264,11,No registrado,Monterrey,Virtual,96000,50,Aceptada,0,6.461205280192253,0,Sunday,.,4,0
2062,M,707.227708273786,17,No registrado,Monterrey,Virtual,96000,50,Aceptada,0,14.14455416547572,0,Tuesday,ANDROID,3,0
2063,M,859.16641561165,13,MPago,Monterrey,Física,96000,50,Aceptada,0,8.5916641561165,0,Thursday,%%,3,0
2064,M,202.9459107422328,20,Restaurante,Monterrey,Física,96000,50,En proceso,0,1.6235672859378625,0,Saturday,.,5,1
2065,M,503.5170216064133,17,Restaurante,Monterrey,Física,96000,50,En proceso,0,5.035170216064134,0,Thursday,ANDROID,1,0
2068,F,927.986136871486,4,Super,Toluca,Física,57000,33,Rechazada,0,9.27986136871486,0,Tuesday,ANDROID,4,0
2069,F,688.0419428052863,13,Restaurante,Toluca,Virtual,57000,33,Aceptada,0,12.384754970495154,0,Thursday,.,5,1
2070,F,786.5160573167451,11,Farmacia,Toluca,Virtual,57000,33,Aceptada,0,15.730321146334903,0,Saturday,.,2,0
2071,F,441.00658904675896,7,Restaurante,Toluca,Física,57000,33,En proceso,0,4.41006589046759,0,Tuesday,.,2,0
2073,F,974.2325830167532,3,No registrado,Toluca,Virtual,57000,33,En proceso,0,19.484651660335068,0,Friday,.,5,0
2074,F,685.4600340539993,14,Super,No registrado,Virtual,74000,60,En proceso,0,12.338280612971989,0,Sunday,WEB,4,1
2075,F,291.6850468923825,8,No registrado,No registrado,Física,74000,60,Aceptada,0,2.9168504689238253,0,Friday,%%,5,0
2076,F,410.4794853273427,9,No registrado,No registrado,Virtual,74000,60,Aceptada,0,8.209589706546854,0,Thursday,ANDROID,4,0
2078,M,261.24767012503105,13,Farmacia,Guadalajara,Física,47000,45,Aceptada,0,2.6124767012503107,0,Friday,ANDROID,1,0
2080,M,481.5078464087459,15,No registrado,Guadalajara,Física,47000,45,En proceso,0,4.815078464087459,0,Saturday,ANDROID,5,0
2081,M,957.5547760634894,15,No registrado,Guadalajara,Virtual,47000,45,Aceptada,0,19.151095521269788,0,Wednesday,ANDROID,5,0
2082,M,340.4725962338571,4,Abarrotes,Guadalajara,Virtual,47000,45,Aceptada,0,6.128506732209427,0,Tuesday,WEB,4,1
2083,M,915.882625081631,12,No registrado,Guadalajara,Física,47000,45,Aceptada,0,8.242943625734679,0,Saturday,.,2,1
2084,M,325.9124555375081,1,Restaurante,Guadalajara,Física,47000,45,En proceso,0,2.607299644300065,0,Sunday,.,2,1
2085,M,771.3874986271787,17,No registrado,Guadalajara,Virtual,47000,45,Aceptada,0,15.427749972543577,0,Sunday,.,2,0
2086,M,451.5898053584495,2,No registrado,Guadalajara,Física,47000,45,Aceptada,0,4.515898053584495,0,Sunday,WEB,4,0
2088,F,791.6343474772867,15,MPago,No registrado,Física,81000,40,Aceptada,1,7.916343474772868,0,Friday,ANDROID,5,0
2090,F,716.4734193931457,6,Restaurante,No registrado,Física,81000,40,Aceptada,1,6.448260774538312,0,Sunday,WEB,5,1
2091,F,259.97748296748733,1,Abarrotes,No registrado,Física,81000,40,En proceso,1,2.339797346707386,0,Tuesday,%%,4,1
2092,F,852.2730371754237,7,MPago,No registrado,Física,81000,40,Aceptada,1,8.522730371754237,0,Wednesday,WEB,1,0
2095,F,869.1339631818919,10,Super,No registrado,Virtual,81000,40,Aceptada,1,17.382679263637836,0,Thursday,WEB,4,0
2096,F,609.1992654074764,14,Farmacia,No registrado,Virtual,81000,40,Aceptada,1,12.183985308149529,0,Thursday,.,3,0
2097,F,912.8840738935122,6,Super,No registrado,Virtual,81000,40,Aceptada,1,18.257681477870246,0,Friday,%%,2,0
2098,F,330.42182112374394,12,No registrado,No registrado,Física,81000,40,Aceptada,1,2.973796390113696,0,Wednesday,.,4,1
2099,F,132.55036607332093,1,Restaurante,No registrado,Física,81000,40,Aceptada,1,1.3255036607332094,1,Thursday,WEB,1,0
2100,F,824.4806603009605,17,Farmacia,No registrado,Física,81000,40,Aceptada,1,8.244806603009605,0,Sunday,.,3,0
2101,F,890.4319374363704,3,Restaurante,No registrado,Virtual,81000,40,Aceptada,1,17.808638748727407,0,Saturday,.,3,0
2102,F,323.61674194954605,14,No registrado,No registrado,Virtual,81000,40,Aceptada,1,5.825101355091829,0,Saturday,WEB,4,1
2103,F,624.6811572475002,23,Farmacia,No registrado,Física,81000,40,Aceptada,1,5.622130415227503,0,Tuesday,ANDROID,4,1
2104,F,28.019386822777932,16,No registrado,No registrado,Física,81000,40,Aceptada,1,0.2801938682277793,0,Tuesday,.,5,0
2105,F,649.290245606856,17,Farmacia,No registrado,Virtual,81000,40,Aceptada,1,12.98580491213712,0,Monday,WEB,1,0
2106,F,972.6499491770388,21,Super,No registrado,Virtual,81000,40,En proceso,1,19.452998983540777,0,Wednesday,WEB,1,0
2107,F,386.4535639807241,22,Restaurante,No registrado,Física,81000,40,Aceptada,1,3.864535639807241,0,Wednesday,.,4,0
2109,F,235.1247032824156,10,Abarrotes,No registrado,Virtual,81000,40,Aceptada,1,4.702494065648312,0,Wednesday,%%,2,0
2112,F,878.2452653901377,14,Farmacia,No registrado,Virtual,81000,40,Aceptada,1,17.564905307802753,0,Wednesday,.,4,0
2116,F,72.8705166511221,9,No registrado,No registrado,Física,81000,40,Aceptada,1,0.655834649860099,0,Sunday,ANDROID,3,1
2117,F,31.664836578071508,3,No registrado,No registrado,Virtual,81000,40,Aceptada,1,0.5699670584052872,0,Saturday,.,4,1
2119,F,516.4350515803185,1,No registrado,No registrado,Física,81000,40,Aceptada,1,4.647915464222867,0,Thursday,WEB,3,1
2120,F,133.68940502736837,10,No registrado,No registrado,Virtual,81000,40,Aceptada,1,2.673788100547368,0,Thursday,ANDROID,4,0
2121,M,617.485247923421,8,Restaurante,Guadalajara,Virtual,25000,58,Aceptada,0,11.11473446262158,0,Monday,%%,4,1
2123,M,224.63709802109045,16,Abarrotes,Guadalajara,Física,25000,58,Aceptada,0,2.2463709802109046,0,Thursday,WEB,4,0
2124,M,741.5116023951756,19,No registrado,Guadalajara,Física,25000,58,Aceptada,0,6.673604421556581,0,Wednesday,ANDROID,5,1
2127,M,679.5514070023349,23,No registrado,Guadalajara,Virtual,25000,58,En proceso,0,13.5910281400467,0,Wednesday,%%,2,0
2128,M,90.11419980499625,6,Restaurante,Guadalajara,Física,25000,58,Aceptada,0,0.9011419980499624,0,Sunday,WEB,2,0
2129,M,915.5268005304696,6,Farmacia,Guadalajara,Física,25000,58,En proceso,0,8.239741204774226,0,Wednesday,%%,5,1
2130,M,658.4108366232402,3,Farmacia,Guadalajara,Virtual,25000,58,En proceso,0,11.851395059218325,0,Sunday,%%,2,1
2131,M,905.519748480484,4,MPago,Guadalajara,Física,25000,58,En proceso,0,9.05519748480484,0,Tuesday,WEB,3,0
2132,M,711.2543237480494,2,Farmacia,Guadalajara,Física,25000,58,Aceptada,0,7.112543237480494,0,Tuesday,WEB,1,0
2134,M,537.5385367498557,13,No registrado,Guadalajara,Física,25000,58,En proceso,0,5.3753853674985566,0,Thursday,%%,3,0
2136,M,364.6418823583026,13,No registrado,Guadalajara,Virtual,25000,58,Aceptada,0,7.292837647166053,0,Saturday,WEB,5,0
2137,M,88.85578657050664,18,Abarrotes,Guadalajara,Física,25000,58,Aceptada,0,0.7997020791345597,0,Saturday,.,1,1
2138,Error registro,210.6990645982763,9,No registrado,No registrado,Física,49000,40,Aceptada,0,2.1069906459827625,0,Tuesday,WEB,3,0
2139,Error registro,905.4618620589756,2,No registrado,No registrado,Virtual,49000,40,Aceptada,0,16.298313517061562,0,Wednesday,WEB,3,1
2140,Error registro,395.3823086152012,4,Abarrotes,No registrado,Virtual,49000,40,Aceptada,0,7.907646172304023,0,Saturday,%%,5,0
2141,Error registro,463.5611807467368,13,No registrado,No registrado,Física,49000,40,Aceptada,0,4.6356118074673685,0,Saturday,.,1,0
2142,Error registro,182.36969435617235,23,No registrado,No registrado,Física,49000,40,Aceptada,0,1.8236969435617236,0,Wednesday,WEB,5,0
2144,M,721.8684517105245,5,No registrado,No registrado,Física,53000,33,Aceptada,0,7.218684517105245,0,Saturday,ANDROID,5,0
2146,M,118.2428961128792,10,No registrado,No registrado,Virtual,53000,33,Aceptada,0,2.364857922257584,0,Friday,ANDROID,1,0
2147,M,674.7733026765982,10,No registrado,No registrado,Física,53000,33,Aceptada,0,6.072959724089384,0,Thursday,.,5,1
2148,M,128.30580186622976,7,No registrado,No registrado,Virtual,53000,33,Aceptada,0,2.3095044335921355,0,Tuesday,WEB,1,1
2149,M,501.6046287642991,15,No registrado,No registrado,Física,53000,33,Aceptada,0,5.016046287642991,0,Saturday,WEB,3,0
2150,M,195.92477767129145,15,Abarrotes,No registrado,Física,53000,33,Aceptada,0,1.9592477767129144,0,Friday,.,3,0
2151,M,585.5883425123877,19,Restaurante,No registrado,Física,53000,33,En proceso,0,5.855883425123877,0,Sunday,%%,3,0
2152,M,162.41091961394326,16,No registrado,No registrado,Física,53000,33,Aceptada,0,1.6241091961394327,0,Friday,%%,4,0
2153,M,567.4756443539461,23,No registrado,No registrado,Física,53000,33,Aceptada,0,5.107280799185515,0,Tuesday,.,3,1
2154,M,771.3546434807007,15,Restaurante,No registrado,Física,53000,33,En proceso,0,7.713546434807007,0,Thursday,WEB,4,0
2156,M,676.5980923436058,21,MPago,No registrado,Física,53000,33,Aceptada,0,6.765980923436058,0,Saturday,ANDROID,1,0
2157,M,17.4845854115151,12,Abarrotes,No registrado,Física,53000,33,Aceptada,0,0.174845854115151,0,Wednesday,ANDROID,3,0
2158,M,297.421171234855,5,No registrado,No registrado,Física,53000,33,Aceptada,0,2.9742117123485503,0,Wednesday,.,3,0
2159,M,761.1397423919967,7,No registrado,No registrado,Física,53000,33,Aceptada,0,7.611397423919968,0,Monday,.,5,0
2160,M,68.6686902587731,2,Farmacia,No registrado,Física,53000,33,Aceptada,0,0.686686902587731,0,Sunday,%%,4,0
2161,M,903.5652173454096,20,MPago,No registrado,Física,53000,33,En proceso,0,9.035652173454096,0,Sunday,%%,2,0
2166,M,932.982061870286,19,No registrado,Merida,Física,38000,61,Aceptada,0,9.32982061870286,0,Saturday,%%,2,0
2167,M,133.94768169287963,3,Farmacia,Merida,Física,38000,61,En proceso,0,1.2055291352359168,0,Monday,%%,3,1
2168,M,591.8501880433469,3,MPago,Merida,Física,38000,61,Aceptada,0,5.326651692390121,0,Saturday,WEB,4,1
2169,M,182.82152272586748,20,Abarrotes,Merida,Física,38000,61,Rechazada,0,1.828215227258675,0,Monday,ANDROID,1,0
2171,M,331.46670601039705,22,No registrado,Merida,Física,38000,61,Aceptada,0,3.3146670601039707,0,Friday,%%,2,0
2172,M,622.0535436065788,22,MPago,Merida,Virtual,38000,61,Aceptada,0,12.441070872131576,0,Thursday,%%,3,0
2173,M,93.41342535125486,18,Abarrotes,Merida,Física,38000,61,Aceptada,0,0.9341342535125486,0,Monday,ANDROID,3,0
2174,M,498.1375117489634,10,MPago,Merida,Física,38000,61,Aceptada,0,4.483237605740671,0,Wednesday,WEB,2,1
2175,M,806.9376996251635,9,Super,Merida,Física,38000,61,Aceptada,0,7.262439296626472,0,Tuesday,ANDROID,3,1
2177,M,690.0879620268458,21,No registrado,Merida,Virtual,38000,61,En proceso,0,13.801759240536915,0,Tuesday,.,1,0
2178,M,416.4794214286197,12,Super,Merida,Física,38000,61,Aceptada,0,4.164794214286197,0,Tuesday,WEB,3,0
2179,M,857.1311440279778,4,No registrado,Merida,Virtual,38000,61,Aceptada,0,15.4283605925036,0,Tuesday,ANDROID,4,1
2181,M,539.0137506011771,23,MPago,Merida,Física,38000,61,Rechazada,0,4.851123755410594,0,Sunday,WEB,3,1
2183,M,747.4425031444486,17,Abarrotes,Merida,Física,38000,61,Aceptada,0,7.474425031444485,0,Sunday,WEB,2,0
2184,M,613.7503399136181,21,Abarrotes,Merida,Virtual,38000,61,En proceso,0,11.047506118445126,0,Sunday,%%,4,1
2185,M,907.1321732701329,12,Super,Merida,Física,38000,61,En proceso,0,9.071321732701328,0,Thursday,.,1,0
2186,M,149.1747004285464,7,Abarrotes,Merida,Física,38000,61,Aceptada,0,1.491747004285464,0,Tuesday,%%,5,0
2187,M,553.4758050478266,2,Super,Merida,Física,38000,61,En proceso,0,5.534758050478266,0,Wednesday,WEB,1,0
